description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
1 Magic Chain Gloves +  Power Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus  -> Hit Power Gloves	1				100					4	glov,mag,noe	pct	r05	mls				usetype,crf		50	50	gethit-skill		44	5	4	reduce-ac			15	20	knock			1	1	ethereal	100		1	1																																																																0
1 Magic Chain Gloves +  Power Crafting Tablet  -> Hit Power Gloves	1				100					2	glov,mag,eth	pct						usetype,crf		50	50	gethit-skill		44	5	4	reduce-ac			15	20	knock			1	1	ethereal	100		1	1																																																																0
1 Magic Heavy Belt + Power Crafting Tablet -> Hit Power Belt	1				100					2	belt,mag,noe	pct						usetype,crf		50	50	gethit-skill		44	5	4	balance1			20	20	dmg-to-mana			20	20																																																																					0
1 Magic Heavy Belt + Power Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Hit Power Belt	1				100					4	belt,mag,noe	pct	r05	mls				usetype,crf		50	50	gethit-skill		44	5	4	balance1			20	20	dmg-to-mana			20	20	ethereal	100		1	1																																																																0
1 Magic Heavy Belt + Power Crafting Tablet -> Hit Power Belt	1				100					2	belt,mag,eth	pct						usetype,crf		50	50	gethit-skill		44	5	4	balance1			20	20	dmg-to-mana			20	20	ethereal	100		1	1																																																																0
1 Magic Gothic Shield + Power Crafting Tablet -> Hit Power Shield	1				100					2	shld,mag,noe	pct						usetype,crf		50	50	gethit-skill		44	5	4	block1			30	30	block			20	20																																																																					0
1 Magic Gothic Shield + Power Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Hit Power Shield	1				100					4	shld,mag,noe	pct	r05	mls				usetype,crf		50	50	gethit-skill		44	5	4	block1			30	30	block			20	20	ethereal	100		1	1																																																																0
1 Magic Gothic Shield + Power Crafting Tablet -> Hit Power Shield	1				100					2	shld,mag,eth	pct						usetype,crf		50	50	gethit-skill		44	5	4	block1			30	30	block			20	20	ethereal	100		1	1																																																																0
1 Magic Field Plate + Power Crafting Tablet -> Hit Power Body	1				100					2	tors,mag,noe	pct						usetype,crf		50	50	gethit-skill		44	5	4	dmg%			35	60	balance1			30	40																																																																					0
1 Magic Field Plate + Power Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Hit Power Body	1				100					4	tors,mag,noe	pct	r05	mls				usetype,crf		50	50	gethit-skill		44	5	4	dmg%			35	60	balance1			30	40	ethereal	100		1	1																																																																0
1 Magic Field Plate + Power Crafting Tablet -> Hit Power Body	1				100					2	tors,mag,eth	pct						usetype,crf		50	50	gethit-skill		44	5	4	dmg%			35	60	balance1			30	40	ethereal	100		1	1																																																																0
1 Magic Amulet + Power Crafting Tablet -> Hit Power Amulet	1				100					2	amul,mag	pct						usetype,crf		50	50	gethit-skill		44	5	4	att			200	250	balance1			15	20																																																																					0
1 Magic Ring + Power Crafting Tablet  -> Hit Power Ring	1				100					2	ring,mag	pct						usetype,crf		50	50	gethit-skill		44	5	4	dmg-max			3	5	dex			5	10																																																																					0
1 Magic Blunt Weapon + Power Crafting Tablet -> Hit Power Weapon	1				100					2	weap,mag,noe	pct						usetype,crf		50	50	gethit-skill		44	5	4	reduce-ac			15	20	dmg%			50	80																																																																					0
1 Magic Blunt Weapon + Power Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Hit Power Weapon	1				100					4	weap,mag,noe	pct	r05	mls				usetype,crf		50	50	gethit-skill		44	5	4	reduce-ac			15	20	dmg%			50	80	ethereal	100		1	1																																																																0
1 Magic Blunt Weapon + Power Crafting Tablet -> Hit Power Weapon	1				100					2	weap,mag,eth	pct						usetype,crf		50	50	gethit-skill		44	5	4	reduce-ac			15	20	dmg%			50	80	ethereal	100		1	1																																																																0
1 Magic Helm + Blood Crafting Tablet -> Blood Helm	1				100					2	helm,mag,noe	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	deadly			15	20																																																																					0
1 Magic Helm + Blood Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Blood Helm	1				100					4	helm,mag,noe	bct	r05	mls				usetype,crf		50	50	lifesteal			2	4	hp			30	40	deadly			15	20	ethereal	100		1	1																																																																0
1 Magic Helm + Blood Crafting Tablet -> Blood Helm	1				100					2	helm,mag,eth	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	deadly			15	20	ethereal	100		1	1																																																																0
1 Magic Light Plated Boots + Blood Crafting Tablet -> Blood Boots	1				100					2	boot,mag,noe	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	heal-kill			3	6																																																																					0
1 Magic Light Plated Boots + Blood Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Blood Boots	1				100					4	boot,mag,noe	bct	r05	mls				usetype,crf		50	50	lifesteal			2	4	hp			30	40	heal-kill			3	6	ethereal	100		1	1																																																																0
1 Magic Light Plated Boots + Blood Crafting Tablet -> Blood Boots	1				100					2	boot,mag,eth	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	heal-kill			3	6	ethereal	100		1	1																																																																0
1 Magic Heavy Gloves + Blood Crafting Tablet -> Blood Gloves	1				100					2	glov,mag,noe	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	crush			5	10																																																																					0
1 Magic Heavy Gloves + Blood Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Blood Gloves	1				100					4	glov,mag,noe	bct	r05	mls				usetype,crf		50	50	lifesteal			2	4	hp			30	40	crush			5	10	ethereal	100		1	1																																																																0
1 Magic Heavy Gloves + Blood Crafting Tablet -> Blood Gloves	1				100					2	glov,mag,eth	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	crush			5	10	ethereal	100		1	1																																																																0
1 Magic Belt + Blood Crafting Tablet -> Blood Belt	1				100					2	belt,mag,noe	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	openwounds			15	20																																																																					0
1 Magic Belt + Blood Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Blood Belt	1				100					4	belt,mag,noe	bct	r05	mls				usetype,crf		50	50	lifesteal			2	4	hp			30	40	openwounds			15	20	ethereal	100		1	1																																																																0
1 Magic Belt + Blood Crafting Tablet -> Blood Belt	1				100					2	belt,mag,eth	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	openwounds			15	20	ethereal	100		1	1																																																																0
1 Magic Spiked Shield + Blood Crafting Tablet  -> Blood Shield	1				100					2	shld,mag,noe	bct						usetype,crf		50	50	lifesteal			3	6	hp			50	60	block			20	20																																																																					0
1 Magic Spiked Shield + Blood Crafting Tablet  + 1 Eth Rune + 1 Chasi's Malus -> Blood Shield	1				100					4	shld,mag,noe	bct	r05	mls				usetype,crf		50	50	lifesteal			3	6	hp			50	60	block			20	20	ethereal	100		1	1																																																																0
1 Magic Spiked Shield + Blood Crafting Tablet  -> Blood Shield	1				100					2	shld,mag,eth	bct						usetype,crf		50	50	lifesteal			3	6	hp			50	60	block			20	20	ethereal	100		1	1																																																																0
1 Magic Plate Mail + Blood Crafting Tablet  -> Blood Body	1				100					2	tors,mag,noe	bct						usetype,crf		50	50	lifesteal			3	6	hp			50	60	heal-kill			3	6																																																																					0
1 Magic Plate Mail + Blood Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus  -> Blood Body	1				100					4	tors,mag,noe	bct	r05	mls				usetype,crf		50	50	lifesteal			3	6	hp			50	60	heal-kill			3	6	ethereal	100		1	1																																																																0
1 Magic Plate Mail + Blood Crafting Tablet  -> Blood Body	1				100					2	tors,mag,eth	bct						usetype,crf		50	50	lifesteal			3	6	hp			50	60	heal-kill			3	6	ethereal	100		1	1																																																																0
1 Magic Amulet + Blood Crafting Tablet -> Blood Amulet	1				100					2	amul,mag	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	move1			10	10																																																																					0
1 Magic Ring + Blood Crafting Tablet -> Blood Ring	1				100					2	ring,mag	bct						usetype,crf		50	50	lifesteal			2	4	hp			30	40	str			5	10																																																																					0
1 Magic Axe + Blood Crafting Tablet -> Blood Weapon	1				100					2	weap,mag,noe	bct						usetype,crf		50	50	lifesteal			3	6	hp			30	40	dmg%			50	80																																																																					0
1 Magic Axe + Blood Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Blood Weapon	1				100					4	weap,mag,noe	bct	r05	mls				usetype,crf		50	50	lifesteal			3	6	hp			30	40	dmg%			50	80	ethereal	100		1	1																																																																0
1 Magic Axe + Blood Crafting Tablet -> Blood Weapon	1				100					2	weap,mag,eth	bct						usetype,crf		50	50	lifesteal			3	6	hp			30	40	dmg%			50	80	ethereal	100		1	1																																																																0
1 Magic Mask + Caster Crafting Tablet -> Caster Helm	1				100					2	helm,mag,noe	cct						usetype,crf		50	50	regen-mana			4	10	mana			10	20	cast1			10	10																																																																					0
1 Magic Mask + Caster Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Caster Helm	1				100					4	helm,mag,noe	cct	r05	mls				usetype,crf		50	50	regen-mana			4	10	mana			10	20	cast1			10	10	ethereal	100		1	1																																																																0
1 Magic Mask + Caster Crafting Tablet -> Caster Helm	1				100					2	helm,mag,eth	cct						usetype,crf		50	50	regen-mana			4	10	mana			10	20	cast1			10	10	ethereal	100		1	1																																																																0
1 Magic Boots + Caster Crafting Tablet  -> Caster Boots	1				100					2	boot,mag,noe	cct						usetype,crf		50	50	regen-mana			4	10	mana			10	20	mana%			5	10																																																																					0
1 Magic Boots + Caster Crafting Tablet  + 1 Eth Rune + 1 Chasi's Malus -> Caster Boots	1				100					4	boot,mag,noe	cct	r05	mls				usetype,crf		50	50	regen-mana			4	10	mana			10	20	mana%			5	10	ethereal	100		1	1																																																																0
1 Magic Boots + Caster Crafting Tablet  -> Caster Boots	1				100					2	boot,mag,eth	cct						usetype,crf		50	50	regen-mana			4	10	mana			10	20	mana%			5	10	ethereal	100		1	1																																																																0
1 Magic Leather Gloves + Caster Crafting Tablet -> Caster Gloves	1				100					2	glov,mag,noe	cct						usetype,crf		50	50	mana-kill			1	3	mana			10	20	cast1			10	10																																																																					0
1 Magic Leather Gloves + Caster Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Caster Gloves	1				100					4	glov,mag,noe	cct	r05	mls				usetype,crf		50	50	mana-kill			1	3	mana			10	20	cast1			10	10	ethereal	100		1	1																																																																0
1 Magic Leather Gloves + Caster Crafting Tablet -> Caster Gloves	1				100					2	glov,mag,eth	cct						usetype,crf		50	50	mana-kill			1	3	mana			10	20	cast1			10	10	ethereal	100		1	1																																																																0
1 Magic Light Belt + Caster Crafting Tablet -> Caster Belt	1				100					2	belt,mag,noe	cct						usetype,crf		50	50	regen-mana			4	10	mana			10	20	cast1			10	10																																																																					0
1 Magic Light Belt + Caster Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Caster Belt	1				100					4	belt,mag,noe	cct	r05	mls				usetype,crf		50	50	regen-mana			4	10	mana			10	20	cast1			10	10	ethereal	100		1	1																																																																0
1 Magic Light Belt + Caster Crafting Tablet -> Caster Belt	1				100					2	belt,mag,eth	cct						usetype,crf		50	50	regen-mana			4	10	mana			10	20	cast1			10	10	ethereal	100		1	1																																																																0
1 Magic Small Shield + Caster Crafting Tablet -> Caster Shield	1				100					2	shld,mag,noe	cct						usetype,crf		50	50	cast1			10	10	mana			10	20	block			20	20	allskills	100		1	1																																																																0
1 Magic Small Shield + Caster Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Caster Shield	1				100					4	shld,mag,noe	cct	r05	mls				usetype,crf		50	50	cast1			15	15	mana			10	20	block			20	20	ethereal	100		1	1	allskills	100		1	1																																																											0
1 Magic Small Shield + Caster Crafting Tablet -> Caster Shield	1				100					2	shld,mag,eth	cct						usetype,crf		50	50	cast1			15	15	mana			10	20	block			20	20	ethereal	100		1	1	allskills	100		1	1																																																											0
1 Magic Light Plate + Caster Crafting Tablet -> Caster Body	1				100					2	tors,mag,noe	cct						usetype,crf		50	50	cast1			20	20	mana			10	20	mana-kill			5	8																																																																					0
1 Magic Light Plate + Caster Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Caster Body	1				100					4	tors,mag,noe	cct	r05	mls				usetype,crf		50	50	cast1			20	20	mana			10	20	mana-kill			5	8	ethereal	100		1	1																																																																0
1 Magic Light Plate + Caster Crafting Tablet -> Caster Body	1				100					2	tors,mag,eth	cct						usetype,crf		50	50	cast1			20	20	mana			10	20	mana-kill			5	8	ethereal	100		1	1																																																																0
1 Magic Amulet + Caster Crafting Tablet -> Caster Amulet	1				100					2	amul,mag	cct						usetype,crf		50	50	regen-mana			4	10	mana			10	20	cast1			5	10																																																																					0
1 Magic Ring + Caster Crafting Tablet -> Caster Ring	1				100					2	ring,mag	cct						usetype,crf		50	50	mana-kill			1	2	mana			10	20	enr			5	10																																																																					0
1 Magic Rod + Caster Crafting Tablet -> Caster Weapon	1				100					2	weap,mag,noe	cct						usetype,crf		50	50	allskills			1	1	mana			10	20	cast1			10	20																																																																					0
1 Magic Rod + Caster Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Caster Weapon	1				100					4	weap,mag,noe	cct	r05	mls				usetype,crf		50	50	allskills			1	1	mana			10	20	cast1			10	20	ethereal	100		1	1																																																																0
1 Magic Rod + Caster Crafting Tablet -> Caster Weapon	1				100					2	weap,mag,eth	cct						usetype,crf		50	50	allskills			1	1	mana			10	20	cast1			10	20	ethereal	100		1	1																																																																0
1 Magic Crown + Saftey Crafting Tablet -> Safety Helm	1				100					2	helm,mag,noe	sct						usetype,crf		50	50	red-dmg			3	5	red-mag			3	5	res-ltng			10	20	ac%			50	60																																																																0
1 Magic Crown + Saftey Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Safety Helm	1				100					4	helm,mag,noe	sct	r05	mls				usetype,crf		50	50	red-dmg			3	5	red-mag			3	5	res-ltng			10	20	ac%			50	60	ethereal	100		1	1																																																											0
1 Magic Crown + Saftey Crafting Tablet -> Safety Helm	1				100					2	helm,mag,eth	sct						usetype,crf		50	50	red-dmg			3	5	red-mag			3	5	res-ltng			10	20	ac%			50	60	ethereal	100		1	1																																																											0
1 Magic Plated Boots + Saftey Crafting Tablet -> Safety Boots	1				100					2	boot,mag,noe	sct						usetype,crf		50	50	red-dmg			3	5	red-mag			3	5	res-fire			10	20	ac%			50	60																																																																0
1 Magic Plated Boots + Saftey Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Safety Boots	1				100					4	boot,mag,noe	sct	r05	mls				usetype,crf		50	50	red-dmg			3	5	red-mag			3	5	res-fire			10	20	ac%			50	60	ethereal	100		1	1																																																											0
1 Magic Plated Boots + Saftey Crafting Tablet -> Safety Boots	1				100					2	boot,mag,eth	sct						usetype,crf		50	50	red-dmg			3	5	red-mag			3	5	res-fire			10	20	ac%			50	60	ethereal	100		1	1																																																											0
1 Magic Gauntlets + Saftey Crafting Tablet -> Safety Gloves	1				100					2	glov,mag,noe	sct						usetype,crf		50	50	red-dmg			3	5	red-mag			3	5	res-cold			10	20	ac%			10	30																																																																0
1 Magic Gauntlets + Saftey Crafting Tablet + 1 Eth Rune + 1 Chasi's Malus -> Safety Gloves	1				100					4	glov,mag,noe	sct	r05	mls				usetype,crf		50	50	red-dmg			3	5	red-mag			3	5	res-cold			10	20	ac%			10	30	ethereal	100		1	1																																																											0
1 Magic Gauntlets + Saftey Crafting Tablet -> Safety Gloves	1				100					2	glov,mag,eth	sct						usetype,crf		50	50	red-dmg			3	5	red-mag			3	5	res-cold			10	20	ac%			10	30	ethereal	100		1	1																																																											0
